序號,GPS座標X,GPS座標Y,hour,is_morning_rush,is_night,is_weekend,month,time_period_daytime,time_period_evening_rush,time_period_late_night,time_period_morning_rush,time_period_night,weekday,事故位置_1,事故位置_8,事故位置_9,分向設施_1,分向設施_10,分向設施_5,區_北屯區,區_后里區,區_大雅區,區_東區,區_梧棲區,區_沙鹿區,區_潭子區,區_烏日區,區_西屯區,區_豐原區,區_龍井區,天候_5,快慢車道間_4,快慢車道間_5,快車道或一般車道間_4,快車道或一般車道間_5,號誌動作_4,號誌動作_缺失,號誌種類_3,號誌種類_4,號誌種類_缺失,路面狀態_4,路面狀態_5,路面邊線_1,路面邊線_2,道路型態_11,道路型態_13,道路型態_3,道路型態_4,道路型態_5,道路照明設備_1,道路照明設備_2,道路照明設備_3,道路速限,道路類別_6,Y_事故嚴重度,y_true,y_prob,prediction
9206,120.703952,24.140522,2,0,1,0,10,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,1,1,0.72168463,致命
8170,120.570029,24.237081,17,0,0,0,10,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,50.0,1,0,0,0.42383412,需人工確認
392,120.665216,24.175541,18,0,0,0,10,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,50.0,1,1,1,0.54516304,需人工確認
6858,120.701718,24.192027,6,0,0,0,12,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,40.0,1,1,1,0.9024037,致命
8807,120.539275,24.206315,8,1,0,0,10,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,60.0,1,0,0,0.5084597,需人工確認
13359,120.649197,24.093373,8,1,0,0,12,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,50.0,1,0,0,0.09985041,非致命
1111,120.64385,24.083814,8,1,0,0,12,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,50.0,1,0,0,0.9522077,致命
10894,120.679099,24.169828,16,0,0,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,50.0,1,1,1,0.76435083,致命
9547,120.684323,24.137238,1,0,1,1,10,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,1,1,0.8705712,致命
10596,120.650474,24.243911,7,1,0,0,10,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,50.0,1,0,0,0.59276944,需人工確認
4505,120.720033,24.262173,16,0,0,0,11,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,1,1,0.4745472,需人工確認
86,120.720862,24.130584,11,0,0,1,11,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,50.0,1,0,0,0.6315606,需人工確認
165,120.65225,24.379187,9,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,50.0,1,1,1,0.65884423,需人工確認
946,120.715343,24.135994,18,0,0,0,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,1,1,0.79954547,致命
12161,120.685609,24.143132,15,0,0,1,12,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,0,0,0.103224345,非致命
5362,120.645824,24.225844,16,0,0,0,11,1,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,50.0,1,1,1,0.20505454,非致命
1026,120.747657,24.254389,6,0,0,0,11,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,50.0,1,0,0,0.9406791,致命
10546,120.67976,24.104345,15,0,0,0,12,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,1,1,0.40482247,需人工確認
8204,120.643359,24.061729,18,0,0,0,10,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,30.0,1,1,1,0.41131398,需人工確認
5907,120.65886,24.146709,19,0,0,1,11,0,1,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.40070543,需人工確認
4796,120.678319,24.13926,9,1,0,0,12,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,1,1,0.795644,致命
4801,120.68492,24.15155,17,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,0,0,0.6531256,需人工確認
4655,120.544817,24.272767,7,1,0,0,12,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,30.0,1,0,0,0.835406,致命
8927,120.687849,24.113927,16,0,0,1,12,1,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,30.0,1,0,0,0.19712512,非致命
8368,120.707577,24.151056,12,0,0,0,12,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.7794434,致命
1370,120.629042,24.163785,17,0,0,0,12,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,1,1,0.47673267,需人工確認
1627,120.683449,24.050399,11,0,0,0,11,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,50.0,1,1,1,0.58443725,需人工確認
929,120.727484,24.259346,18,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,50.0,1,0,0,0.70025414,致命
7264,120.653004,24.143832,20,0,0,0,12,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,50.0,1,0,0,0.1968912,非致命
544,120.644927,24.17548,8,1,0,0,10,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,30.0,1,1,1,0.8441812,致命
5081,120.690152,24.124395,9,1,0,0,10,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,50.0,1,1,1,0.441906,需人工確認
6757,120.602633,24.182917,7,1,0,1,10,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,60.0,1,0,0,0.043307353,非致命
4735,120.698842,24.066141,8,1,0,0,12,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.32494846,需人工確認
3656,120.662762,24.127047,22,0,1,0,12,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,1,1,0.72034645,致命
2849,120.540878,24.269381,21,0,0,1,12,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,50.0,1,0,0,0.011472906,非致命
4142,120.663719,24.124898,17,0,0,1,10,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.6297964,需人工確認
8508,120.540649,24.264808,17,0,0,0,12,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,0,0,0.50514555,需人工確認
3144,120.66263,24.16492,18,0,0,1,12,0,1,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,30.0,1,1,1,0.42383525,需人工確認
11737,120.604211,24.18292,9,1,0,1,11,0,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,40.0,1,1,1,0.8594052,致命
5870,120.621276,24.105089,13,0,0,1,12,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,0,0,0.06459391,非致命
1636,120.642952,24.132046,11,0,0,0,11,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,1,1,0.4231376,需人工確認
780,120.710096,24.18239,17,0,0,0,10,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,50.0,1,1,1,0.2060083,非致命
5350,120.716908,24.077467,16,0,0,0,11,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,50.0,1,1,1,0.43605268,需人工確認
6940,120.721568,24.160313,8,1,0,0,12,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.22124252,非致命
6004,120.70479,24.169433,7,1,0,1,11,0,0,0,1,0,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.35696277,需人工確認
12347,120.597027,24.155547,7,1,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,1,1,0.8055785,致命
102,120.682929,24.134431,9,1,0,0,10,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,1,1,0.42418244,需人工確認
756,120.553955,24.248118,12,0,0,0,12,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,30.0,1,1,1,0.1484862,非致命
6082,120.610942,24.145803,7,1,0,1,12,0,0,0,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,50.0,1,0,0,0.3199214,需人工確認
5726,120.660188,24.141246,12,0,0,1,11,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.27595457,非致命
10697,120.645013,24.140294,20,0,0,0,11,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,1,1,0.5941425,需人工確認
1985,120.686888,24.140162,7,1,0,0,11,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,1,1,0.9566108,致命
2466,120.615177,24.241737,9,1,0,0,11,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,50.0,1,1,1,0.65788615,需人工確認
10374,120.638614,24.143422,8,1,0,0,11,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,0,0,0.25280777,非致命
6590,120.670712,24.163068,17,0,0,0,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,1,1,0.4158018,需人工確認
7903,120.71588,24.26201,12,0,0,0,12,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.24774122,非致命
7677,120.70941,24.233578,17,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,60.0,1,0,0,0.8364562,致命
10873,120.697261,24.160172,10,0,0,0,11,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,1,1,0.544679,需人工確認
5969,120.674693,24.080136,11,0,0,0,10,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,50.0,1,1,1,0.4576027,需人工確認
7309,120.738363,24.157084,7,1,0,0,12,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,30.0,1,1,1,0.63559043,需人工確認
8978,120.662514,24.127541,18,0,0,1,12,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.33044365,需人工確認
11353,120.538345,24.162029,12,0,0,0,11,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,30.0,1,1,1,0.7958062,致命
11231,120.630748,24.108815,11,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,1,1,0.44624215,需人工確認
8668,120.695636,24.18127,8,1,0,1,11,0,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.21168926,非致命
9963,120.627547,24.428958,10,0,0,1,10,1,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,60.0,1,1,1,0.6025157,需人工確認
9462,120.659345,24.151091,18,0,0,0,10,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,30.0,1,0,0,0.7459459,致命
4085,120.637991,24.111597,18,0,0,0,12,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.62624305,需人工確認
12111,120.644476,24.178565,0,0,1,1,11,0,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,30.0,1,1,1,0.47630996,需人工確認
10035,120.677357,24.099234,12,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,0,0,0.7602452,致命
11625,120.677324,24.093621,21,0,0,0,11,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,50.0,0,1,1,0.10208242,非致命
5883,120.623248,24.104221,18,0,0,1,11,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,60.0,1,1,1,0.32170033,需人工確認
4845,120.683352,24.148455,15,0,0,0,11,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,1,1,0.5830611,需人工確認
3074,120.643314,24.138405,18,0,0,0,10,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,1,1,0.8042456,致命
10496,120.706276,24.197116,13,0,0,0,12,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,0,0,0.18293105,非致命
1097,120.627466,24.417811,8,1,0,0,12,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,1,1,0.94055873,致命
10369,120.681004,24.142446,8,1,0,0,12,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,30.0,1,1,1,0.7064102,致命
10771,120.530752,24.253427,7,1,0,0,11,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,1,1,0.06135175,非致命
11344,120.697818,24.058345,11,0,0,0,11,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,50.0,1,0,0,0.35165983,需人工確認
7159,120.6625,24.072087,20,0,0,0,11,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,40.0,1,0,0,0.5161819,需人工確認
2157,120.612022,24.138937,13,0,0,0,12,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,50.0,1,0,0,0.73263234,致命
6526,120.654673,24.140006,15,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.595836,需人工確認
5166,120.759546,24.276811,7,1,0,0,12,0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.17035851,非致命
11471,120.652411,24.156817,17,0,0,0,12,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,50.0,1,0,0,0.16644216,非致命
4908,120.587848,24.184658,13,0,0,0,12,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,40.0,1,0,0,0.7886774,致命
2225,120.653449,24.153734,15,0,0,0,12,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,50.0,1,0,0,0.3021226,需人工確認
3109,120.536335,24.194472,17,0,0,1,11,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,50.0,1,0,0,0.7226213,致命
3298,120.68619,24.161219,8,1,0,0,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,30.0,1,1,1,0.2347369,非致命
11709,120.739665,24.318202,15,0,0,0,10,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,50.0,1,1,1,0.59777176,需人工確認
2141,120.685106,24.160738,12,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,50.0,1,0,0,0.6625143,需人工確認
4821,120.647734,24.223895,17,0,0,0,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,50.0,1,0,0,0.83414406,致命
2604,120.64673,24.072203,14,0,0,0,11,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,50.0,1,1,1,0.8375135,致命
10197,120.675109,24.170743,17,0,0,0,11,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,30.0,1,1,1,0.82179195,致命
11862,120.646976,24.1708,12,0,0,1,11,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,50.0,1,1,1,0.08505364,非致命
5849,120.536292,24.195525,17,0,0,1,11,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,50.0,1,1,1,0.9132567,致命
10948,120.682335,24.153988,15,0,0,0,11,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.5865449,需人工確認
10575,120.632416,24.155807,16,0,0,0,12,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,50.0,1,0,0,0.32385805,需人工確認
13267,120.562236,24.239765,22,0,1,0,12,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,50.0,1,1,1,0.8713087,致命
3524,120.565084,24.234834,7,1,0,0,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,30.0,1,0,0,0.7944908,致命
7510,120.691938,24.041165,17,0,0,0,11,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,60.0,1,0,0,0.89955723,致命
8812,120.68596,24.095354,13,0,0,1,11,1,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,50.0,1,0,0,0.86244565,致命
3377,120.678453,24.161676,13,0,0,0,10,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,50.0,1,0,0,0.76974314,致命
